GEO.id,GEO.id2,GEO.display-label,1HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US36081001800,36081001800,"Census Tract 18, Queens County, New York",898,61,59565,19184,45.2,9,71667,25342,4.7,3.7,88095,18387,0,3.3,-,**,20,6.2,56042,34861,0,3.3,-,**,23.9,7.8,38750,14810,6.1,4,-,**,56.3,8.4,62143,22563,15.6,5.5,37500,23366,2.3,2.9,-,**,28,7.9,70764,40460,55.5,8.5,59861,22310,14.3,5.2,38000,30644,697,85,67417,24789,46.6,10.6,55625,48865,53.4,10.6,68929,23521,68.1,8.9,77366,9964,20.4,9,25250,20185,11.5,7.1,-,**,201,74,-,**,49.8,22.1,-,**,26.9,17.9,19583,18766,22.9,19.9,247105,64063,50.2,22.1,-,**,40.8,21.7,-,**,9.5,14.6,-,**,72,(X),(X),(X),69.2,(X),(X),(X),73.6,(X),(X),(X)
1400000US36081002000,36081002000,"Census Tract 20, Queens County, New York",526,35,87115,12727,48.9,10.3,100208,54444,0,5.5,-,**,0,5.5,-,**,26.4,8.3,96932,32590,0,5.5,-,**,21.9,10.1,57411,45394,2.9,2.4,-,**,48.5,9.5,93250,58680,22.2,7.5,71979,12478,0,5.5,-,**,42.8,10.8,83839,15882,46.8,11.1,98750,44177,10.5,5,62188,53556,454,47,90694,17096,43.4,12.7,-,**,56.6,12.7,91736,16000,59.5,11.7,118000,44602,30.2,12.2,66146,26598,10.4,8.5,-,**,72,36,73636,12302,70.8,21.2,73523,10005,44.4,29,71458,22064,26.4,28.1,-,**,29.2,21.2,-,**,22.2,19.2,-,**,6.9,11.9,-,**,65,(X),(X),(X),64.5,(X),(X),(X),55.6,(X),(X),(X)
1400000US36081002200,36081002200,"Census Tract 22, Queens County, New York",710,48,64286,26398,48,9,79464,25711,10.1,5.3,53804,21225,1.8,2.2,-,**,15.4,6.2,52614,24699,0,4.1,-,**,19.9,6.8,78194,32511,4.8,4.3,-,**,47.6,9.1,79231,18088,26.1,7.5,-,**,3.9,4.2,-,**,31,7.9,87143,36265,45.6,8.9,56875,13452,19.4,6.5,-,**,537,61,78179,21596,42.1,9.7,55833,8409,57.9,9.7,93380,14544,57.2,10.5,88125,27312,29.4,11.1,61750,39905,13.4,7.6,-,**,173,50,27169,8506,49.1,16.5,25341,5919,47.4,16.4,25000,6401,1.7,2.8,-,**,50.9,16.5,-,**,39.9,17.7,27011,6986,11,13.6,-,**,62.3,(X),(X),(X),64.8,(X),(X),(X),49.1,(X),(X),(X)
1400000US36081002400,36081002400,"Census Tract 24, Queens County, New York",648,42,60400,9698,39.7,9.4,33942,29632,5.2,3.1,-,**,0.8,1.1,-,**,21,6.7,73750,14394,0,4.5,-,**,29.3,8.8,93500,25021,4,3.1,-,**,58,8,57917,19136,15.6,5.9,60096,19267,1.7,1.8,-,**,35,8.5,61979,36426,46.6,8.7,70833,19797,16.7,5.8,-,**,536,58,61625,16616,37.1,8.2,58828,20479,62.9,8.2,70625,16676,76.9,7.2,68750,22832,17,6.5,36964,13933,6.2,4.6,-,**,112,41,46389,30085,44.6,21.3,-,**,25.9,19.9,-,**,18.8,18.2,-,**,55.4,21.3,-,**,28.6,18.1,-,**,26.8,19.7,-,**,59.1,(X),(X),(X),59,(X),(X),(X),50.9,(X),(X),(X)
1400000US36081002600,36081002600,"Census Tract 26, Queens County, New York",649,39,79438,10850,56.9,9.6,99063,35432,8.3,5.1,-,**,0,4.5,-,**,16.2,6.7,80536,36051,0,4.5,-,**,18.6,7.3,74554,41383,0,4.5,-,**,47.8,9.4,101964,30365,24.8,6.6,71458,38730,2,3.2,-,**,39,8.7,101875,57052,44.2,9.2,80677,11871,14.8,4.7,38864,26294,574,57,81979,24868,52.1,8.9,100625,39162,47.9,8.9,80365,16536,83.6,6.7,101053,24321,12.2,6.5,-,**,4.2,5,-,**,75,38,-,**,57.3,30.8,16188,2844,50.7,31.4,15875,1789,6.7,10.9,-,**,42.7,30.8,-,**,25.3,22.5,51750,15680,17.3,25.4,-,**,58.7,(X),(X),(X),59.6,(X),(X),(X),52,(X),(X),(X)
1400000US36081002800,36081002800,"Census Tract 28, Queens County, New York",936,47,61184,13327,47.2,7,57159,26521,4.8,3.1,-,**,1.7,2,-,**,18.7,7.1,58250,43167,0,3.2,-,**,22,7.3,70294,12332,5.6,3.4,41250,34750,51.2,7.9,55729,19277,20.5,5.4,67692,20709,0.1,0.4,-,**,44.8,9,54464,20175,43.7,9.3,68787,9106,11.4,4.4,55313,23984,736,78,64559,14066,49.9,9,48438,25004,50.1,9,75438,13450,61.5,8.7,81927,15460,28.4,8.9,39531,7179,10.1,5.1,53182,18349,200,72,40473,19414,45,16.8,26591,22576,26,15.1,-,**,19,13.9,-,**,55,16.8,41905,14462,53,17.2,41667,19108,2,3.5,-,**,62.1,(X),(X),(X),67.8,(X),(X),(X),41,(X),(X),(X)
1400000US36081003000,36081003000,"Census Tract 30, Queens County, New York",414,41,44265,12967,42.5,11,38472,14151,7.2,6.6,15577,3120,1.4,2,-,**,15.2,7.3,-,**,0,7,-,**,19.1,10.5,43558,17582,14.5,7.4,71250,6798,48.3,12.4,42794,15973,23.7,9.9,48824,25608,0,7,-,**,39.6,10,44375,29251,40.8,10.2,48750,18681,19.6,9.3,-,**,307,50,48897,9697,46.6,12.5,48646,27616,53.4,12.5,49500,28369,66.8,12.4,52279,38757,30.3,12.5,18750,13184,2.9,3.8,-,**,107,49,32083,12214,60.7,28.8,38083,15365,49.5,29,32083,16526,11.2,18.1,-,**,39.3,28.8,21429,18408,33.6,27.3,20893,8269,5.6,8.4,-,**,57,(X),(X),(X),55.7,(X),(X),(X),57,(X),(X),(X)
1400000US36081003200,36081003200,"Census Tract 32, Queens County, New York",491,30,61169,8039,40.9,8,45750,17963,7.7,5.6,72273,40334,0,5.9,-,**,16.3,6.5,80625,40502,0,5.9,-,**,29.7,9.3,74250,12291,5.3,4.2,-,**,57,10,61900,9840,17.5,6.5,30147,10779,3.1,3.1,-,**,34.2,10.3,56250,29946,51.3,11.1,61694,10020,11.4,5.8,31471,11249,363,50,67847,10877,49,10.7,62083,25096,51,10.7,68472,10187,63.9,12.2,73250,14041,19,8.7,55417,16896,17.1,10.4,68333,34387,128,45,33000,24777,38.3,19.3,-,**,32,18.4,31875,16310,6.3,6.7,-,**,61.7,19.3,-,**,61.7,19.3,-,**,0,20.7,-,**,58.9,(X),(X),(X),64.5,(X),(X),(X),35.2,(X),(X),(X)
1400000US36081003400,36081003400,"Census Tract 34, Queens County, New York",660,38,67292,17769,36.8,8.6,59205,23735,3,3,-,**,0,4.4,-,**,20.8,7,56563,30070,0,4.4,-,**,31.8,8.6,67292,60741,7.6,4.1,101500,86160,54.8,8.8,66458,32467,19.2,6.8,61750,29813,1.1,1.8,-,**,27,8.3,86250,63622,49.1,8.7,70625,23490,22.9,6.8,49625,37765,532,57,76750,19996,46.1,10.2,59375,41892,53.9,10.2,87159,33597,71.2,9.4,91458,31134,20.1,7.8,49083,35872,8.6,5.6,75500,58285,128,44,17024,12128,60.2,20.4,-,**,60.2,20.4,-,**,0,20.7,-,**,39.8,20.4,-,**,28.9,20.8,-,**,10.9,10.8,-,**,67.4,(X),(X),(X),67.5,(X),(X),(X),60.2,(X),(X),(X)
1400000US36081003600,36081003600,"Census Tract 36, Queens County, New York",947,70,77005,7317,31.9,9.3,82738,16050,3.7,3.5,-,**,0,3.1,-,**,30.3,7.6,85160,16711,0,3.1,-,**,28.4,10.6,75906,14427,5.7,6.1,68456,24316,46.7,8.2,75566,7169,15.9,7.5,82560,40148,3.5,3.3,81250,57230,47.1,10,78043,13678,32.9,11.1,87115,20439,16.5,8.4,75063,74168,854,76,75000,9683,50,10.7,59185,28643,50,10.7,77031,13918,67.4,10,81786,22144,23.2,9.5,46768,33106,9.4,5.7,-,**,93,53,83155,38626,47.3,32.6,85625,46322,33.3,28.3,73906,70755,14,21.9,-,**,52.7,32.6,-,**,46.2,33.4,-,**,6.5,10.2,-,**,75.7,(X),(X),(X),76.8,(X),(X),(X),65.6,(X),(X),(X)
1400000US36081003800,36081003800,"Census Tract 38, Queens County, New York",746,35,57614,15038,41.8,8.5,58068,31509,5.4,4.3,-,**,0,3.9,-,**,18.9,6.8,53854,27738,0,3.9,-,**,25.7,7.5,52857,29682,8.2,5.1,-,**,54,8.8,51484,15321,20.1,6.3,71591,31050,2.8,2.6,39750,28099,35.7,9.2,42115,31774,45.7,9.7,86607,17394,15.8,6.1,31591,16858,592,61,60000,11507,48.1,9.3,51458,21104,51.9,9.3,75375,19841,45.6,10.4,100179,26313,48.8,10.4,41914,12906,5.6,3.5,58977,9435,154,50,24167,15741,44.2,19.9,21591,9089,31.8,19.6,16607,9364,12.3,13.5,-,**,55.8,19.9,-,**,40.3,16.6,20833,14199,15.6,16.2,-,**,66.5,(X),(X),(X),71.8,(X),(X),(X),33.8,(X),(X),(X)
1400000US36081004001,36081004001,"Census Tract 40.01, Queens County, New York",653,48,56607,19823,42.7,7.6,46806,28236,2.3,2.7,-,**,0,4.5,-,**,20.8,7.5,60000,59852,3.1,3.1,-,**,28.3,7.5,57202,48154,2.8,2.9,25893,4319,41.8,7.8,70417,29804,29.6,7.2,39375,30073,3.1,2.9,18333,5559,37.4,9.4,62250,34206,48.4,9.6,68581,11507,11.2,4.6,24732,13142,532,62,67568,27483,48.5,9.7,51818,17125,51.5,9.7,69189,12649,66.5,10.1,82692,19189,20.3,7.1,21500,10627,13.2,7.6,42750,26413,121,44,25139,12580,48.8,18.7,18942,10067,37.2,16.6,17813,14820,11.6,12.5,-,**,51.2,18.7,-,**,23.1,16.3,-,**,28.1,15.9,-,**,74.7,(X),(X),(X),75.6,(X),(X),(X),62,(X),(X),(X)
1400000US36081004200,36081004200,"Census Tract 42, Queens County, New York",1172,71,50487,4573,24.8,7.4,-,**,4.4,3.7,44844,19239,0,2.5,-,**,38.8,7.2,50335,12968,0,2.5,-,**,25.3,6.1,56838,30699,6.7,4.3,48646,28627,44.1,7,49077,22777,12.9,5.1,76964,48050,6.5,3.7,25500,17465,34.8,8.3,47750,29866,50.2,9.3,51916,8559,8.5,3.3,87333,27117,968,88,51250,9572,51.8,9.3,44531,20739,48.2,9.3,61875,25588,64.2,8.8,74345,27793,28.4,8.6,26369,7653,7.4,4.3,44412,32937,204,75,41667,37042,51.5,18.1,-,**,30.9,19.7,-,**,20.6,15.7,-,**,48.5,18.1,-,**,42.2,20.3,-,**,6.4,9.8,-,**,65.7,(X),(X),(X),69.8,(X),(X),(X),46.1,(X),(X),(X)
1400000US36081005200,36081005200,"Census Tract 52, Queens County, New York",755,37,54076,8669,26.6,7.8,51528,34490,7.7,4,92750,49882,1.1,1.7,-,**,33.1,7.9,67115,19085,0,3.9,-,**,27.7,7.4,40875,25675,3.8,3.3,-,**,34.2,7.5,43000,20150,18.8,6.8,51667,42023,8.1,4.4,56563,54735,34.8,7.9,46394,8735,44.9,8.3,58125,26234,12.2,4.2,93000,79418,532,63,63036,14441,51.3,9.1,43125,9797,48.7,9.1,85341,15388,62.2,8.9,83750,27495,22.7,7.2,45313,28478,15,7,54063,53796,223,61,25938,13226,50.7,14.8,23487,5665,39.9,14,20250,10261,10.8,9.5,-,**,49.3,14.8,50833,41882,39,13.9,26705,25939,10.3,9.7,79375,46240,69.5,(X),(X),(X),75.4,(X),(X),(X),53.4,(X),(X),(X)
1400000US36081010800,36081010800,"Census Tract 108, Queens County, New York",818,44,53176,10211,12.5,5.1,34231,15502,9.8,5.5,82083,12836,1.3,1.9,-,**,27.1,7.6,54375,18074,0,3.6,-,**,39.7,9.1,48942,15896,9.5,4.4,53333,18363,22,7.7,58611,14505,7,3.5,-,**,2.7,2.8,-,**,32.3,8.1,49018,8884,50.4,8.3,53942,19913,14.7,5.1,43958,27368,749,57,54329,7960,44.3,8.8,46250,14153,55.7,8.8,61172,14595,62.6,8.4,53542,11974,23.8,6.7,53542,22211,13.6,6.3,68214,54124,69,40,28309,4104,18.8,16.7,26563,2981,11.6,13.8,-,**,7.2,10.1,-,**,81.2,16.7,28958,11888,44.9,28.4,19821,19787,36.2,30.8,-,**,52.8,(X),(X),(X),51.9,(X),(X),(X),42,(X),(X),(X)
1400000US36081011000,36081011000,"Census Tract 110, Queens County, New York",897,49,70132,22803,22.9,6.2,81563,51873,10.6,4.8,70903,24920,4.8,4.3,-,**,33.6,6.5,70750,45905,0,3.3,-,**,25.5,6.6,58203,34174,2.7,2.7,-,**,27.6,7.7,59531,32714,11.5,5.2,-,**,5.6,3.1,-,**,37.5,7.9,70616,14117,46.4,8.2,58906,35448,10.6,5.4,70078,56818,842,53,59531,23558,52.3,9.7,41417,24655,47.7,9.7,72143,10336,65.7,8.2,71006,32915,20.2,6.1,40769,24389,14.1,6.3,75592,29063,55,36,-,**,49.1,33.1,-,**,32.7,32.5,-,**,16.4,23,-,**,50.9,33.1,70714,51588,43.6,34.2,-,**,7.3,13.5,-,**,52.6,(X),(X),(X),53.8,(X),(X),(X),25.5,(X),(X),(X)
1400000US36081011200,36081011200,"Census Tract 112, Queens County, New York",622,51,45500,6200,44.5,9.1,49028,10279,3.5,3.4,-,**,0,4.7,-,**,34.4,8.1,42073,2231,0,4.7,-,**,11.3,6,45750,18052,6.3,4.6,75341,59751,22.3,8.7,45125,20492,33.4,9.5,48241,11789,1.6,2.7,-,**,29.4,7.4,51042,31637,44.2,8.4,49044,6392,24.8,7.4,32292,10005,478,65,48519,6535,38.1,8.9,42273,9418,61.9,8.9,49352,6585,69.7,8.9,51289,5290,15.9,9.9,41607,20359,14.4,7.3,43125,23332,144,47,31500,21059,66.7,17,19423,12474,60.4,17.7,-,**,6.3,10.2,-,**,33.3,17,43958,32822,11.8,12.3,-,**,21.5,16.5,-,**,76.4,(X),(X),(X),83.7,(X),(X),(X),50,(X),(X),(X)
1400000US36081011400,36081011400,"Census Tract 114, Queens County, New York",322,47,38500,16191,46.9,15.6,-,**,15.5,11.2,-,**,0,8.9,-,**,6.8,7.2,37115,30802,0,8.9,-,**,24.8,15.8,26250,25141,5.9,4.8,52969,20257,57.1,14.2,38083,16769,17.4,10.2,-,**,0,8.9,-,**,46.9,15.7,38625,20674,34.5,15.5,75625,49657,18.6,11.3,17727,17487,265,51,45179,31904,56.2,19.7,38958,13405,43.8,19.7,71429,50508,53.6,18.9,70625,41985,39.2,17.4,-,**,7.2,8.7,-,**,57,36,25240,20684,14,21.7,-,**,14,21.7,-,**,0,37.7,-,**,86,21.7,25625,10168,54.4,38.4,26010,459,31.6,33.6,-,**,65.8,(X),(X),(X),68.3,(X),(X),(X),54.4,(X),(X),(X)
1400000US36081011600,36081011600,"Census Tract 116, Queens County, New York",556,43,62222,9711,27.7,8.5,56875,19081,9.9,5.8,-,**,0,5.2,-,**,37.4,8.7,63158,13318,0,5.2,-,**,19.4,7.4,-,**,5.6,4.2,96354,72702,27.7,7.5,61250,47557,15.8,5.9,49444,19199,1.4,1.8,-,**,38.1,8.1,78438,25633,42.3,8.9,57917,12597,18.2,6.1,47438,13869,456,57,63235,9719,39,8.5,67917,32609,61,8.5,63088,19883,64,11.1,76250,16583,23,9,43750,22174,12.9,6.9,-,**,100,39,47955,19985,47,24.3,-,**,30,20.7,-,**,17,17.3,-,**,53,24.3,51563,20969,41,24.6,50313,29879,12,15,-,**,56.8,(X),(X),(X),57.5,(X),(X),(X),46,(X),(X),(X)
1400000US36081011800,36081011800,"Census Tract 118, Queens County, New York",705,36,55960,5995,21.3,7.7,68077,41967,10.5,4.3,75750,66474,0.7,1.2,-,**,35,9.4,42708,11475,0,4.2,-,**,27,10.2,55625,2774,5.5,4,106250,45934,30.4,8.5,56563,12738,12.2,6.3,67885,32813,4.8,4.4,-,**,42,8.9,56667,14996,45.1,8.8,56778,15412,8.1,5.2,37422,29429,567,63,53482,10059,61,8.6,54821,17781,39,8.6,51250,19968,71.8,10.8,75063,22753,16.2,7.7,21625,14961,12,8.3,41136,13386,138,53,56146,17812,31.2,21.6,44205,35248,21,16,-,**,10.1,16.8,-,**,68.8,21.6,57135,22132,35.5,24,-,**,33.3,18.7,-,**,44.7,(X),(X),(X),48.5,(X),(X),(X),29,(X),(X),(X)
1400000US36081012000,36081012000,"Census Tract 120, Queens County, New York",630,42,44167,9037,15.4,4.8,-,**,5.2,4.5,29554,22903,0,4.6,-,**,54.1,9.6,47837,11950,0,4.6,-,**,22.4,8.2,27212,18246,2.9,3.1,74545,73543,25.7,7.4,32083,30089,4.9,2.9,51250,23323,1.7,2.8,-,**,41.9,10.1,43333,28409,44.1,9.9,46731,13870,12.2,5,33988,10064,562,56,41389,11515,49.3,9.8,34063,15727,50.7,9.8,55694,26773,66.4,10.9,48029,12059,19.9,8.1,20000,19244,13.7,7.5,40096,32819,68,39,76923,70726,50,31,-,**,30.9,23.9,-,**,19.1,28.4,-,**,50,31,156731,74448,11.8,14.5,-,**,38.2,30.6,-,**,55.1,(X),(X),(X),55.3,(X),(X),(X),52.9,(X),(X),(X)
1400000US36081012200,36081012200,"Census Tract 122, Queens County, New York",818,65,61842,9782,34.8,7.3,46384,14146,7.1,3.9,78088,11885,1.3,2.1,-,**,35.5,7.2,66111,18456,0,3.6,-,**,12.8,6.2,105438,41771,8.4,3,61750,36092,35.1,6.6,61328,16229,12.3,4.5,58021,25830,4.9,3.3,-,**,35.7,7.6,60250,37757,43.2,8.4,71629,15373,16.3,6.3,-,**,718,73,58929,7914,47.9,8.3,40956,13666,52.1,8.3,61611,5248,66,8.4,58409,8640,24.5,8.5,41818,38341,9.5,5.5,61250,3476,100,43,79167,47863,45,26.7,46442,40413,18,21.7,-,**,27,22.5,-,**,55,26.7,84659,21667,49,26.8,83977,39528,6,9.4,-,**,67.7,(X),(X),(X),65.7,(X),(X),(X),65,(X),(X),(X)
1400000US36081012400,36081012400,"Census Tract 124, Queens County, New York",846,50,57198,8421,31.7,8,56053,7781,11.7,4.8,51771,35256,0,3.5,-,**,27.9,6.7,68250,24356,0,3.5,-,**,19.1,7.2,35909,9488,9.6,5,89219,30619,45.5,7.3,55610,8296,7.2,3.3,58958,32449,4,3.6,38750,28068,40.2,6.6,39250,16445,44.6,6.9,84479,21705,11.2,3.8,55764,11097,688,62,59118,13958,54.2,8,55043,30082,45.8,8,71827,22071,62.2,8.7,77188,22601,33.7,8.4,36278,3458,4.1,3.9,-,**,158,52,49773,11065,43,19.9,24000,3405,36.7,18.5,23611,11018,6.3,8.3,-,**,57,19.9,55972,7177,40.5,19.8,51250,14496,16.5,15.5,-,**,61,(X),(X),(X),61.8,(X),(X),(X),48.7,(X),(X),(X)
1400000US36081012601,36081012601,"Census Tract 126.01, Queens County, New York",725,54,63719,7475,41.2,8.5,64408,21532,11.7,5.9,67266,22424,0.6,0.9,-,**,13,4.9,46250,21690,0,4,-,**,28.6,8.5,63083,17557,5,4.2,-,**,58.3,6.8,63419,11940,12,5.1,-,**,2.2,2.6,-,**,44.1,9,64808,17145,43.2,9.6,63843,9264,10.5,4.3,73000,48821,609,68,59440,8608,51.9,10.2,52656,8931,48.1,10.2,66080,14412,54.5,10.2,64405,8732,25.5,7.8,42679,18925,20,9.3,53750,39892,116,49,-,**,31.9,21.7,63958,41709,31.9,21.7,63958,41709,0,22.5,-,**,68.1,21.7,-,**,68.1,21.7,-,**,0,22.5,-,**,71.2,(X),(X),(X),76.2,(X),(X),(X),44.8,(X),(X),(X)
1400000US36081012602,36081012602,"Census Tract 126.02, Queens County, New York",737,44,64125,12070,31.2,6.9,65278,14358,4.7,3.3,50938,49954,0.7,1,-,**,27.7,6.3,69091,19017,0,4,-,**,34.3,7.5,56979,36279,1.4,1,-,**,47.9,7.1,56146,18352,17,5,69250,39517,1.8,2,-,**,31.9,8.8,54479,20531,49.1,10,71574,16234,17.2,5.9,50313,21725,619,52,63875,15036,48,9.6,46979,21861,52,9.6,75962,18387,64.8,8.7,68523,8379,17.3,7,-,**,17.9,7.4,57279,42044,118,40,31750,6798,73.7,13.7,26750,8681,52.5,20.2,24500,10296,21.2,19.6,33068,10132,26.3,13.7,68750,53151,17.8,11.2,-,**,8.5,8.6,-,**,54.5,(X),(X),(X),54.9,(X),(X),(X),52.5,(X),(X),(X)
1400000US36081012800,36081012800,"Census Tract 128, Queens County, New York",686,55,60887,5934,63.1,9.1,60150,5937,0.9,2.1,-,**,0,4.3,-,**,9.2,5,80938,73198,0,4.3,-,**,20.1,7.4,65132,41334,6.7,4.1,-,**,48.8,7.2,57264,14268,40.4,6.8,61550,8509,2.9,3.6,24773,4050,31.5,8.5,63125,12834,49.6,8.5,64022,16129,16,5.7,53750,24530,524,54,60278,15044,51.9,10.9,65833,48687,48.1,10.9,60000,9623,70.8,9.5,81146,48185,22.5,8.7,57727,4070,6.7,6.1,-,**,162,43,55500,12379,53.7,17.6,-,**,37,21.1,16731,10424,16.7,16.6,-,**,46.3,17.6,55750,10112,43.2,17.9,57000,11579,3.1,4.4,-,**,56.1,(X),(X),(X),59.5,(X),(X),(X),45.1,(X),(X),(X)
1400000US36081013000,36081013000,"Census Tract 130, Queens County, New York",564,37,69167,7347,45.7,10.8,66932,10121,8.7,6.4,98083,79710,0,5.2,-,**,20,8.9,71042,41562,0,5.2,-,**,24.6,12.2,62366,23458,0.9,1.3,-,**,28.4,11.9,62411,24010,39.9,10.5,66193,6253,1.8,2.8,-,**,23,9.5,44412,26961,61.3,10,72330,19262,13.8,6,36538,24111,392,66,71731,15789,49.5,11.3,61875,39442,50.5,11.3,80400,14004,82.9,11.2,71587,12648,13,9.5,-,**,4.1,6.5,-,**,172,65,60469,26214,43.6,24.6,-,**,19.8,14.7,36042,12042,23.8,17.1,-,**,56.4,24.6,61211,13038,44.2,22.9,62031,11626,12.2,10.8,-,**,62.1,(X),(X),(X),57.4,(X),(X),(X),72.7,(X),(X),(X)
1400000US36081013200,36081013200,"Census Tract 132, Queens County, New York",639,44,72589,16427,61.2,10.6,87303,57619,5.9,5.2,80179,66116,0,4.6,-,**,17.1,7.8,49375,28056,0,4.6,-,**,9.4,7,62941,23277,6.4,4.3,64375,40031,33,8.8,62989,30719,42.6,8.9,86833,49749,10.3,7.5,71389,27254,33,9.2,82054,18652,37.4,9.8,67422,39088,19.2,8.4,49911,12249,502,63,64766,15725,45.2,13.1,74018,43278,54.8,13.1,64102,7753,67.7,10.7,81071,14943,17.5,9.6,59625,32646,14.7,9.6,51500,15074,137,57,82750,41316,47.4,22.4,61688,11328,38,19.4,60875,40134,9.5,14.2,-,**,52.6,22.4,94219,77243,30.7,23.5,-,**,21.9,26.2,-,**,64.3,(X),(X),(X),75.1,(X),(X),(X),24.8,(X),(X),(X)
1400000US36081013400,36081013400,"Census Tract 134, Queens County, New York",2564,188,58735,6522,66.6,7.5,59593,7040,7.9,4,82583,17467,0.6,0.9,-,**,15.9,5.7,47661,36969,0,1.2,-,**,6.6,4.5,-,**,2.4,1.7,88558,26008,17,5.6,59119,6110,57.9,7.7,57564,11144,1.2,1.2,"2,500-",***,45.3,7,65184,10657,33,6.7,78013,25882,20.5,4.9,21926,11310,1214,238,58457,7445,47.7,10.2,34086,8030,52.3,10.2,84688,15996,79.7,9.6,59707,8342,15.7,8.9,-,**,4.6,3.9,82833,74640,1350,237,57433,9869,60.7,11.2,47143,18499,52.6,11.6,45556,19428,8.1,4.9,75909,53032,39.3,11.2,74063,17568,25.1,9,55801,31406,14.1,7.6,82161,74235,46.8,(X),(X),(X),52.5,(X),(X),(X),41.8,(X),(X),(X)
1400000US36081013600,36081013600,"Census Tract 136, Queens County, New York",850,61,66818,14748,81.3,6.1,59931,26502,7.9,4.1,67112,8348,0,3.5,-,**,5.1,2.6,112750,75560,0,3.5,-,**,3.1,3.3,82031,10485,2.7,2.1,-,**,22.4,6.5,59306,30660,63.5,7.2,66333,31018,0.4,0.8,-,**,32.4,6.9,71458,32516,37.9,6.6,70893,29292,29.4,6.3,-,**,411,74,102250,16456,27,8.4,115208,52885,73,8.4,102000,20714,70.8,11.6,116458,36398,23.6,11.2,84750,30826,5.6,6.9,-,**,439,83,41648,17712,57.9,10.7,47941,19890,52.2,10.7,41484,24561,5.7,4.3,125313,76770,42.1,10.7,35625,26460,35.5,9.7,-,**,6.6,4.7,-,**,48.7,(X),(X),(X),57.2,(X),(X),(X),40.8,(X),(X),(X)
1400000US36081013800,36081013800,"Census Tract 138, Queens County, New York",1391,85,56553,11854,57,6.1,58456,16015,8.1,4.7,-,**,0,2.1,-,**,21,6.4,82632,34586,0,2.1,-,**,12.1,6.2,43125,25059,1.8,1.6,-,**,26.1,7.3,42431,11181,43.6,5.9,61250,21279,1.7,1.6,-,**,38.8,7.4,65729,13321,39.4,6.9,58676,32829,20.1,5.4,31420,8179,899,114,62066,24381,55.2,10.7,60918,11601,44.8,10.7,78843,23410,74.6,10,72458,19943,15.2,7.3,44531,9015,10.1,7.9,62135,30801,492,102,34022,8901,56.5,12.4,33696,20908,51.6,13.4,33152,16519,4.9,4.5,-,**,43.5,12.4,38250,20418,35.6,12.5,31319,13620,7.9,5.5,141691,48776,52.4,(X),(X),(X),60,(X),(X),(X),38.6,(X),(X),(X)
